Date,Product,Stars,Title,Review
12/27/2015,iRobot Roomba 880 for Pets and Allergies,4,"The honeymoon is over, but it's still a great helper!","I have two very hairy dogs that shed in large fluffs, plus I have long hair. My husband, fortunately, is bald, but it still doesn't make up for us three other hairy critters in the house! I run the Roomba daily, and it has really helped. I have now, however, gotten past the starry-eyed-in-love-with-my-new-robot-slave stage and can share some issues. Pros of the Roomba are easy - it is a robot that does your vacuuming for you! Amazing. Worth it. The house is waaaay cleaner than it would be if we didn't have one. Plus, we keep things picked up to be out of its way, so it has made us neater, too. Okay, onto some nit-picking now!I started with the 770. It cleaned really well, on both carpet and our wood (bamboo) floors, however, cleaning all of the hair out of the brushes, which I needed to do every single day, using the cutting tool and comb that came with it, was way too messy and too much of a hassle. The brushes work better than the brushless rollers of the 880, though, I have to say.I clean the brushless rollers of the 880 daily, too, but they are very easy to clean. I pull the yellow bearings off the ends to clean out the dog hair that is wrapped around the axle, too. I take the wheel out and get the dog hair off the ends of the metal axle, and about once a week push the metal wheel axle out and get the dog hair that is stuck in the middle. I unscrew the side brush and get the hair off of it/out from under it when needed. So it's not really ""low maintenance"" - I still empty the bin daily and clean the rollers and wheel daily, but it is less of a hassle with the brushless rollers.The 770 worked better on carpets and rugs.The 880 has damaged a few of our throw rugs (pulling out threads), and doesn't seem like it gets the larger rugs and carpets as clean as the 770. It also seems to get stuck on the rugs more, and wrinkle them up or flip up the corners.The 770 picked up dog hair better - the problem was that it all ended up wound around the brushes and cleaning those was time-consuming and messy.The 880 picks up the dog hair, but then in rolls it into little doggy dreadlocks and spits it back out. It leaves hair on the edges of the throw rugs, too. The ""doggy dreadlocks"" or as I sometimes call them, ""Roomba poops"" are easier to pick up than loose dog hair, but I have to go around and pick them up, and they do look like poop when you first see them, because of the elongated shape the Roomba weaves them into. Still, even that is better than cleaning the dog hair from the brushes in the 770 - and cleaner, since I would be filthy after doing it.I don't really get the advantage of a HEPA filter when you have to knock it on the side of the garbage bin and the dust you filtered flies up in the air. I started just changing them when they got dirty because I have allergies, which is why I wanted a HEPA filter. That applies to both 770 and 880.Why aren't these made the right size to go under kitchen toe kicks? Both the 770 and 880 occasionally get stuck under the toe kick because of the way the sensor sticks up higher.I've had the 880 for about 8 months, and it is a little worse for the wear. I have replaced the rollers, and the replacements don't seem to fit as well, though they are iRobot brand. The one with the ""square peg"" base (the darker one) seems to get a LOT of dog hair stuck around that end of the axle. Also, the yellow bearings do not come off easily to clean like the originals, but hair still gets under them that I need to clean out. They also got torn up almost immediately because they don't seem to sit as evenly/well in their positions, and the rubber ""skirts"" get torn up. It still works, though.The worst replacement was the side spin brush, though - the screw seemed not to fit as well and it seems like it stripped the threads. Now the side brush comes off sometimes. I went back to the original and it is staying in, but it has fallen out at least once, too. For such an expensive tool, it feels pretty cheap at times.THE BASE (same for both 770 abd 880) is really annoying. about 1/3 of the time, the Roomba pushes it around rather than just docking. It is too light and even though there is a rubber area on the bottom, it just slides around on our wood floors. There is no place to put it in the rooms with carpet, but it might work better there. I don't like that it would prefer to be out in the open somewhere, because I don't really think of the Roomba as part of my home decor! I have it under a chair against a wall in the entry. It's okay, but the plug is on the left and the cord comes out the right side of the base, making it awkward. I would have the dock under the couch if it would dock more reliably and not need me to manually set it in position.Oh, and every once in a while it will get stuck somewhere away from the dock for a long period if we are out of town, and the battery will be completely dead. It will not charge properly in this situation unless I prop up the back end of the Roomba to make it contact the charger better! It also loses its clock when this happens, but not its schedule - so the first time this happened, it came on at 1 in the morning and woke us up. I figured out that the clock was off, and it thought it was 9am on a weekday. So if you ever run the battery all the way down, be sure to check both the schedule and the date and time on the clock!So those are my gripes about my Robot Slave. But the pros are: ROBOT SLAVE!!! So it is still awesome, even if a little annoying."
6/19/2014,iRobot Roomba 880 for Pets and Allergies,5,iRobot Roomba 1.0,"I have tried two other version of the Roomba -- the 770 and 780.Both worked in general for what it was supposed to -- clean automatically and find its way around your rooms. The issue with 700 series was that it would routinely get 'misplaced' around certain items around the house, sometimes die when cleaning and never making it back to the charging station. Moreover, the little 'brushes' that spun while the Roomba was vacuuming would pick up items on the floor that would clog it and they got dirty very fast.This being said, the Roomba 880 is version 1.0--no longer in the 'beta' stages. If you want to begin on the road to robotic vacuuming, this is the one to buy. If you have an older version, the 880 is a great update choice.[---Use---]This vacuum is a necessity to have if your floor is hard i.e. wood, tiles etc.On carpet it will still vacuum however do not expect it to compete with high-end traditional vacuums.The ratings I give it are:Hard Floors - 9/10Carpet - 7/10The Roomba does an excellent job, overall, at vacuuming your floors to pick up dust, hair, and other items it might find. The savings of your time by using the Roomba, it makes up for any minor 'debris' it may miss. I can tell you, though, it does not miss much.Firstly, you program the Roomba to vacuum at certain times during any day--it can be at any hour. Secondly, you let it roam around the house to let it get 'acquainted' with the layout.Ê The latter helps so that it reduces the chances it will get stuck under a low bed or not vacuum thoroughly. After setting the times, the Roomba will automatically start cleaning at the times you selected.[---Sound---]Like the other Roombas except a little quieter. It is about 75% of the volume of your traditional vacuum.----------------------------------------------------As robotic vacuums have been introduced in the market, there have been a variety of models. The consensus on them was usually: lower price=lower quality, Roomba vacuums=the best. As other Roombas had a few issues, this 880 model is the one that other companies will be measuring their product by."
7/28/2015,iRobot Roomba 880 for Pets and Allergies,5,... have to admit buying a $600 vacuum wasn't a easy decision for me,I have to admit buying a $600 vacuum wasn't a easy decision for me. Never regretted it. Indeed maintenance free. Totally worth it.
5/19/2015,iRobot Roomba 880 for Pets and Allergies,5,"Great Vacuum, Terrific Customer Service.","I have this programmed to run daily. It's amazing how much dirt builds up if we miss a day or two. You do have to do some ""robot-proofing"", just as if you had a toddler. It routinely locks itself in the bathroom if someone leaves the door ajar, and has to be rescued. Vacuuming is difficult for me, so this is a lifesaver. I owned one of the early models, and can say with confidence that they have vastly improved since the 400 line.We did have it break down two weeks before the warranty expired. The contact on the bottom where it docks on the charger was overheating and melted the plastic. Contacted iRobot and they sent out a replacement, no questions asked. In a day and age where good customer service is mostly a thing of the past, I was tickled pink that they would send out a $700 piece of electronics without even asking for a credit card to secure it. I don't know what their recourse would have been if I'd not returned the broken one.I do use two virtual walls to keep the robot from crawling under low furniture and getting stuck. They take two C cell batteries each, that have to be replaced every 4-6 months. There's no warning system when they die; the robot just starts ignoring them.There are a few things it can't pick up, like popcorn. And as someone mentioned it can leave a line of crumbs and dust at the transition between carpet and tile. These are small downsides, though. I suspect that if I were inclined to, I could use the remote to run it parallel to this seam and it'd get it all, but it doesn't bother me that much. A neurotic personÊ might be troubled by the wonky wheel patterns it leaves in the shag, but I find it amusing. Robot footprints! It passes over standard electrical cords with no trouble, but will gobble up smaller cords like phone chargers or earbud cords. They tangle and stop the robot. Sometimes you can salvage them, but occasionally they get damaged, so be sure to put them out of reach.In the course of the year I've owned it, I've had to replace the brushes once. The rollers get cuts in them from picking up threads and hair, and the side twirly brush gets bent and ineffective eventually."
02/09/2015,iRobot Roomba 880 for Pets and Allergies,5,Very satisfied.,I have the 880. The set-up and programming was easy. Every morning the waste container is full of pet hair and dander so the house is much cleaner!One night it tumbled down the stairs and broke the bumper. I called IRobot to get it repaired and they sent me another brand new unit for exchange. They advised that my stairs might have too much of a beveled edge or that the edge sensor might have been too dirty to see the edge. I put a virtual wall in front of the stairs just in case and that solved the problem.Highly recommend this product and IRobot!
08/06/2014,iRobot Roomba 880 for Pets and Allergies,5,LOVE. LOVE. LOVE this Roomba!,"I have owned the IRobot Roomba 880 for approximately 4 months.Ê I purchased it to replace the lower end model I had purchased at Costco about three years ago.Ê I decided to invest in the 880 because while I loved my original Roomba, any problems we had with it stemmed from the brush system.Ê The brush-free system is fantastic on our wood floors.Ê I love that it can be programmed, and I don't have to think about it.Ê We have a few throw rugs around and it has no problem navigating those.Ê Maintenance on the vacuum is very user-friendly and only takes a few minutes.Ê It is especially good at picking up our dog's hair.Ê I wish I could get it to do the stairs!Caveat: We are very allergy conscious in my house.Ê Therefore, we do not have carpeting other than the occasional throw rug.Ê So, I cannot vouch for how well it works on carpets."
11/13/2014,iRobot Roomba 880 for Pets and Allergies,5,I am in LOVE - with a robot!,"I have no prior experience with cleaning robots, so this review is based solely on my experience with the Roomba 880 and is probably more geared towards people that actually have pets and are trying to keep the hairy mess down.This robot deserves a thorough review, but heres the quick synopsis if you don't want to read it all: I love it, would buy it again. There's a learning curve to use it efficiently, but I would not want to live without it anymore, it has made my life so much easier and cleaner! Maintaining the robot is easy and fast and it does fine on all surfaces it encounters in my house, including under couches and beds. It cleans for up to 2 hours daily. It is not set it and forget itÊ get a cleaning lady if that is what you want.Here is my experience with this little helpful machine for those interested:Out of the box, I thought that while the instructions weren't the best, they were certainly sufficient to get me started. However, when it comes to how to actually place the virtual walls and lighthouses, the instructions are not terribly helpful and it helped me to watch the robot a few times to get used to best placement.I have about 2000 square foot to clean on my main floor, and it is a mix of linoleum, hardwood floors, large and small area rugs and tiles. The hardwood is about 3/4 inch raised above the linoleum and some area rugs are thick (so the robot has to ""climb""). I have a constantly shedding yellow lab, as well as a dark haired cat. So, basically, I had to either vacuum every day or accept that there are some dust bunnies during the days I don't get to it. Now I use my upright vacuum only on the rugs, maybe every other week! Because of the rather large area, I have also purchased some extra virtual walls/lighthouses, so I can better tell the robot where I want it to clean. But my main floor has lots of openings and angles, and I think additional lighthouse/wall units may not be necessary for those with a very open floor plan (two units are included with the robot). My robot is programmed to clean daily while I'm at work during the week and during the afternoon on the weekend. Programming was really easy. To deal with the large area with different amounts of traffic, I switch my lighthouses from the ""lighthouse"" to the ""wall"" function a couple of times a week to have certain zones cleaned more often than others. Sometimes I also take the robot to clean an area after I get home from work, if the robot happened to not go in that area that day and I want it to clean there.How does it clean? Well, I think it does a very nice job of keeping the floors at an exceptional level of cleanliness for a pet household. If you have pets that shed, you will appreciate not having to vacuum every day. There will be *some* pet hair left behind in areas that didn't happen to be vacuumed much that day, but quite honestly, it is so minimal that I would argue that maybe you should have a goldfish instead of a dog or cat if that amount of pet hair bothers you. It is basically never more a few stray hairs here and there if you look really close.The unit is not whisper-quiet. Although not terribly loud, it makes enough noise to bug me if it is cleaning in the same room while Im watching TV or trying to sleep. However, mostly it is running while Im away anyway, so it doesnt really matter. My cat and dog dont mind the robot at all after the initial WTF? reaction. My dog got very excited and kept watching and following the robot around initially. Now he doesnt even move out of the way for it and is recognized as an object if he decides to stand his ground. The cat just kind of doesnt care to be very close to the robot while it is cleaning, but isnt really scared of it, either. He just walks around the robot at a bit of a distance. But I have a brave cat that chases and plays with my 82 pound lab while hes spinning in circles of his happy play dance, so who knows, your cat may go hide or hiss at the robot.Contrary to my initial belief, the robot DOES not ""map"" or ""learn"" the specific room. Instead, it uses routines (aka programmed behaviors), making decisions based on how it bumps into something (e.g. angle) and how often. For example, there are routines for wall following, circling around chair legs, going diagonally across the room, turning around in different angles when it gets in a tight place, and cleaning a spot it deems very dirty in sort of like a star shaped pattern.Ê Due to these various routines, the robot will not go in straight lines back and forth across the area as one would manually with a vacuum cleaner. Expect it to appear random. It is, but because of this it ends up covering the whole area eventually. I have, however, noticed that certain areas do indeed end up getting more cleaning if they happen to induce a certain routine repeatedly due to the location of obstacles.The robot detects walls and slows down before bumping into them, but cant do that for narrow objects like chair legs or corners. It bumps into those at full speed. It is strong enough to push a small wooden plant stand that has an artificial plant on it out of its place a little bit at a time, so dont leave something tippy on a tall, light stand if you can avoid it.Dog toys are not a problem (unless you have a tiny lapdog and equally tiny toys). The robot pushes past soft objects carefully at low speed (including bed skirts and such). It did try to eat a thin arm on a dog toy once, stopped, and needed rescuing.The dirt detection I believe is based mostly on color difference (optical), and I have read that some dark area rugs may cause issues and get the robot to keep doing its spot cleaning routine. I have not encountered this problem, though. Im not sure about acoustical dirt sensing mentioned here on Amazon. Maybe when the dirt is crunchy??? (There is a round metallic window in the middle of the vacuum channel, so that possibly hears when dirt hits it, but who knows?) On hard floors larger debris might get kicked around a bit if it happens to be at the very edge of the robots spinning side brush. It usually is picked up eventually, though.I dont know if the cliff (stairs) detection works, I have not needed that in my house. I also have never used the remote control. I dont find it useful for anything, really. Maybe I should try it out in a rescue operation if the robot ever decides to stop cleaning while it is under a bed. I dont know if it will turn on remotely, though. Ill give that a try some day.Here are some of the lessons learned in terms of setup and upkeep during the past three months with the robot:Placement of charging station and virtual walls/lighthouses:1) Put the charging station for the robot in the middle of the house with additional zones off of that. Do not daisy-chain. Reason: The robot will not return to the charging station in the starting zone (1) if it has to go from zone 3 THROUGH zone 2 to get back to zone 1 to charge (i.e. lighthouses in connecting between connecting rooms). Customer service has confirmed this. I struggled with this before I figured out what is going on. I initially had the robot on one end of the house (kitchen) and wanted it to clean the living room and the master bedroom connected to the living room in stages by using the included two lighthouses. I kept finding the robot out of battery or simply switched off in the bedroom. Now, sith the charger location in the middle of the house, the robot cleans the living room first, and then goes either into the kitchen, the bedroom area, or the library, depending on where it happened to be when the lighthouses switch to pass. After cleaning that secondary room, it goes back to zone 1, and, if the docking routine has not yet come on, it goes to the next zone and back to zone 1 after it is done. This way it now cleans up to three zones off of the living room without issues.2) Do not put the charging station (zone 1) behind a thin wall that separates it from another zone the robot might want to return from to charge after a cleaning cycle. The robot will keep going to that area behind the wall to try to return to the charge station, but, of course, it can't!Ê It will probablyÊ"
07/01/2014,iRobot Roomba 880 for Pets and Allergies,5,... nervous about spending this much money on an item like this but I am oh so glad that I ...,I have never owned such a device and was nervous about spending this much money on an item like this but I am oh so glad that I did.Ê I have set Roomba on a timer and every morning Roomba vacuums my living room.Ê It is a large room where my dogs spend most of their time.Ê My carpet looks brand new every morning.Ê Well worth the money.
09/05/2014,iRobot Roomba 880 for Pets and Allergies,3,Roomba,"I have mixed feelings about this Roomba. It does the job, but it takes forever! For one small bathroom, it could run for hours. It gets most of the dirt... good enough for a daily sweep, at least. But if I need the house vacuumed quickly, it doesn't cut it. Out comes ol' Hoover, he does the job in an hour. Roomba takes all day. If you have the guts to let it run all day without supervision, it'll do the job okay, but if you have anything on the floor... a loose rug, pet food/water dishes, shoes with laces, waste-baskets, cords, pet toys, etc., it may get hung up on them (which takes all its juice), or worse yet, spill them over. I've even seen it get hung up on the little ""home base"" it's supposed to go to when it's finished... then it goes all over the room again, trying to find ""home""... I try using the remote to ""guide"" it back home, but sometimes that doesn't work, as the thing just wants to go in circles (not a straight line). I end up picking it up and placing it in the base most times. Anyway, it's a good little thing for a light sweep when you just can't bring yourself to get out the ol' Hoover."
7/31/2014,iRobot Roomba 880 for Pets and Allergies,5,"The robots are here, and they want to vacuum your floors","I have held off buying a Roomba for years based on reviews that suggested that iRobot was headed in the right direction, but hadn't quite gotten it right.Ê Well now, having emptied dozens of Roomba dust bins crammed full of dust and dog hair, I'm hooked.This machine cleans far more deeply than you'd expect based on the tiny flying saucer profile.My main problem with the Roomba thus far is that it doesn't always recognize the ""light houses"" that are supposed to confine the unit to a specific area.But what I love is the ability to schedule multiple cleanings per week.Ê Beats waiting two weeks for the maids to arrive."
8/13/2015,iRobot Roomba 880 for Pets and Allergies,5,Impressed.,"I have had this now for 3 weeks and I must say I'm impressed. Jarvis, (yes, you must name it) is scheduled to run everyday when we are at work and so far has been finding his dock almost every day.Ê Jarvis picks up quite a bit of dirt - at first, I was emptying him daily - now its about every 3 days. The house is mostly hardwood and I have him cleaning the downstairs (approx 1800 sq ft.). When I want him to clean the master bedroom I pick him up and let him do his thing for about an hour while I get ready in the morning - and then manually put him back on his base. I have the house sectioned off into three zones and so far all is working well. I found him yesterday, out of battery, in front of our Amazon Echo- Alexa - perhaps Jarvis and Alexa have a thing going! Yes, the price is steep, but it really does workÊ -- and works well. If you can justify it, you won't regret it."
09/09/2015,iRobot Roomba 880 for Pets and Allergies,5,A super 'helper' to keep floors clean.,"I have had the Roomba for several months now and can honestly say that I love the convenience of it. Initially I was concerned about issues with darkly patterned area carpets but the Roomba has surprised me with its abilities. I have since purchased another model for a small vacation apartment we own and my daughter has purchased her own Roomba after seeing the 880 in action at my house. We especially love the ability to clean regularly under furniture like beds.Ê The first few times I too thought that the dust bin was rather small, however, with regular use it is no problem at all because the floors just don't seem to be as dusty any longer. Since I don't usually clean the whole house at the same time, I have not had any issues with battery life either."
09/04/2015,iRobot Roomba 880 for Pets and Allergies,5,... the Roomba 880 for just 6 days and I love it! It came with 2 Virtual Wall/Lighthouses but ...,"I have had the Roomba 880 for just 6 days and I love it!Ê It came with 2 Virtual Wall/Lighthouses but I decided I needed a 3rd one.Ê My house is very large. 1760 square feet so I clean each room individually.Ê I found that I do not care for the lighthouse feature because I find it cleans better if you move some furniture and clutter so I have to move small furniture, shoes, etc to other rooms in order to allow the Roomba to thoroughly clean each room.Ê This is where the virtual walls really come in handy.Ê I have done each room 3 times already and I am still picking up quite a bit of dust.Ê I never realized how much my Dyson was actually missing. I believe it was because I would get tired and rush the job and Roomba goes at the same steady pace.Ê I will probably not use the programmable scheduling because I am very particular about leaving ANYTHING running when I am sleeping or away from home.Ê Because of this, the only time it docks itself is when it is cleaning the room/area that has the docking station in it.Ê I read another review where the person uses an air compressor to blow out the filter and clean the machine.Ê That gave me the idea to use the air canister for cleaning my computer keyboard to clean the Roomba filter.Ê Works amazing."
6/16/2015,iRobot Roomba 880 for Pets and Allergies,4,which on mine it is not doing a great job at cleaning,"I have had the iRobot Roomba 880 for 7 days now and have used it more then 7 times, with complete battery charges every time. This is what is on my mind about the 880, Things you may not read before purchasing that may be helpful if you do. The 880 only runs on a full charge for 1 hour before it returns itself to its home base. In that hour it cleans 4 average to maybe small rooms in a haphazard method, it does miss places, I have swept those places out to center of floor to get it to pick it up which it will do, but that is babysitting the cleaning process while at home. There is a spot cleaning function on the 880 that I have also used every day, this feature defiantly requires babysitting because once you have pushed the spot button it only runs for 2 minutes in a circle pattern, if it didn't clean well say on 2 area rugs, which on mine it is not doing a great job at cleaning, so mine must be a type of pile area rug butÊ you can push the spot button every 2 minutes for over 2 hours, this makes my area rugs look better because it sort of fluffs the nap up but when you get down close you see all the pet hair that is just can not pull out of the rug. If these area rugs were new I would be upset with all the 880 doesn't pick off of them. On my hard floors I love it, it seems to take a couple cleanings before it learns the rooms, then it doesn't leave kitty litter behind, lovin that. I can walk around bare foot now!! To clean more rooms after the 880 has cleaned the first 4 at my home and docked itself to recharge I have to wait approx., an hour for it to recharge fully, then I carry it to those rooms and since there is know carpet or area rugs in those rooms it does a really good job and I usually turn it off an take back to its home base and it will still have a battery left to run. There is still 2 rooms in my home that I have not used it on and that's because I get tired of babysitting and organizing the rooms, but I would say to clean all of the house it would take the first original full charge, then the second recharge and may be not complete the entire house on that second recharge. The lighthouses that come with the 880 are a big help if you want it to focus on just one or two rooms and not enter the other rooms or you can close the doors to those rooms if they have doors. I need to say if you are using the spot cleaning function on the 880 and you don't want to bend over every 2 min's., then you will love having the included remote. When I have pushed the Dock button on the 880 itself it takes a bit for it to look like it is heading home, when it docks itself for recharging it seems to not be confused in heading in the right direction. In the books that come with it and the videos that you will receive via emails it tells you to clean all these parts every 3 months if you have pets, we had to do so either the second or third day of use. It is an easy cleaning process though. I have to dump the bin VERY frequently do to being an animal lover so I have a feeling these parts will have to be cleaned a lot more often then every 3 months. As long as this machine keeps working I plan to keep using, and for me that will be almost every day. I sent a message to iRobot to ask about an extended warranty they do not offer one. I can not scroll back up here to reread my review so hope my spelling is ok. I hope to post again about the 880 when I have had it longer also."
05/05/2015,iRobot Roomba 880 for Pets and Allergies,5,Loved it so much I got one for my parents too!,"I have had the 880 for a couple of weeks and feel compelled to give a review. I had toyed with the idea of a robot vacuum for a long time but could not stomach the idea of paying so much for a ""robot vacuum.""Ê With not enough hours in the day, three kids, two dogs, a cat and husband, the ever-growing tumbleweed of fur, dust and crumbs taunted me. When I saw that the 880 was discounted for Mother's Day, I decided to give it a try. It so easy to use and does such an incredible job, I have now also gotten my elderly parents one as well.The key to appreciating this vacuum, like most things, is to manage your expectations. This will not replace your regular vacuum. If you have stairs, it cannot climb them, it does not dust raised wood trim or woodwork, it will not clean the deeper parts of rugs that are textured to the point of having very high and low portions (think ""dirt trapper"" rugs typically used in mudroom entries). It cannot clean an entire, large house on one charge and it sometimes will get its edge wedged under a dresser or chest that is juuuussst the wrong height, and not be able to extricate itself. What it will do is very effectively clean a variety of surfaces on an impressive battery charge, with little user intervention required.I have hardwoods, thin area carpets, thick/wool area rugs (with texture/varying heights), thick and thin Persian and Turkish rugs (with fringe) atop hardwoods and carpet, travertine and tile floors. (The rugs vary in color and I have had no issue with the 880's sensor not allowing it to clean even very dark blue orientals.) The 880 has impressively moved from one surface to the other and cleaned them all (with the exception of the low parts of a mudroom ""dirt trapper"" rug).Ê I have removed small bathroom throw-rugs with no rubberized backing, figuring they would be scooted out of the way. I have also swept mess off my stairs onto the floor below, allowing Roomba to indirectly clean my stairs. I have a dresser that is just the height that allows the edge of Roomba to scoot beneath, and get stuck. It chimes an error and will shut itself down if not rescued. I could use the virtual lighthouses to block this off, but I haven't bothered -- I just don't run the machine in that room unless I am nearby and able to rescue Roomba when needed.As for the virtual lighthouses (2 included)Ê -- I was not sure how they were different from the virtual walls I saw on other models.Ê There are two settings on the virtual lighthouse. When set to lighthouse, the box signals Roomba to keep coming toward it, and beyond, when the current area is clean. When set to wall, the box signals Roomba to not go past that point. You can team the two lighthouses included to create a ""halo"" to protect area in a more circular way, if needed. I have a large house with a lot of doors and am able to keep Roomba in one area for a thorough clean (it shuts itself down when it determines an area is fully cleaned) without using these devices. Without them, and an open doorway, I am not sure how far Roomba would travel, but it likely would not be able to find its way back to the dock to recharge.It will automatically return to the dock to recharge itself -- just place the dock against a wall with fairly good clearance on the remaining 3 sides. (Dock must be kept plugged in, so near an outlet as well).Ê The dock itself is about 5 1/4""x 5 3/4"" and with the Roomba docked it's 15 1/4"" x 13 1/4"". The lighthouse boxes are battery powered and turn on and off automatically as the Roomba is powered up or off. I have not timed it, but I estimate that the Roomba takes about 2 hours to fully charge, and runs about the same before needing a charge. The dust bin is small-ish, but it holds an astonishing amount. There is a red trash bin signal displayed on top of Roomba when the bin needs emptying. Emptying the bin only requires you to push a release button on top of the Roomba and slide the bin out, fold down theÊ bon ""door"" and shake debris into your trash container. There is a little hepa filter atop the dust bin (Roomba comes with 2) with its own door. With a pull on the yellow tab, remove the filter, tap it against the inside of your trash can to clean, reseat the filter and slide the dust bin back into Roomba -- one press of th big round ""Clean"" button atop the Roomba and its back on its way. Once your floors are being regularly cleaned, you will not have to empty the bin as often, but at the beginning, you will have to empty more often -- because the Roomba is hard at work cleaning up the long-neglected mess!!I have lots of cords and wires, carpet fringe and toys, stuffed animals, etc... around the house. Roomba has had no trouble. A few times, I have seen the ""working to not tangle"" warning light on top of the Roomba when running atop cords. Also, when Roomba senses a very dirty area, a blue magnifying glass warning lights and the Roomba will go back and forth over the area until it determines it is clean. There are manual buttons atop the machine -- dock (sends Roomba home to the dock), spot (Roomba will quickly spot clean a small circular area - perfect for spills), and time setting buttons for programming. It is all very user friendly and straightforward. This machine is clearly made to be user-friendly, all parts ""below"" that need tending or are removable are yellow or indicated by yellow parts. Aside from dumping the bin and tapping the hepa filter (btw, right now. when you register the machine online, irobot will send you two free hepa filters), you need to clean the ends of the extricator bars now and then -- there will be a collection of hair on each end, typically. But even those have two different patterns and if you are not sure how to correctly replace them, just look at the pattern pictures on the vac itself -- the pictures show you exactly which goes where and even which direction they must face. (To testify to ease of use, I did just buy one for my elderly parents -- knowing full well that *I* would be getting tech support calls over the slightest area of concern or confusion. As anticiapted, I have gotten no help calls, and they have been using it a lot.)Note that there is also a remote control provided with this unit.Ê I have had no use for mine, though the kids have enjoyed bossing Roomba around a bit with with. It allows you to power Roomba on and off, manually direct Roomba, select spot clean, or tell it to go to its home dock.Apologies for the long review, but this is a splurge for most people and as someone who offen has ""analysis paralysis"" before making a large purchase, I value details. Is it perfect, flawless and will clean the entire house top to bottom, and all on one charge? No. But is does a remarkable job. Because my house is multi-levels and large, I have run it every day for weeks now in different places and it is remarkable. There are no more tumbleweed balls, no more wispy patches of pet hair, and even under the beds are now clean."
10/04/2014,iRobot Roomba 880 for Pets and Allergies,5,I have had several Roomba units during the years. ...,"I have had several Roomba units during the years.This one seems to have worked out such bugs as getting stuck, falling down stairs despite sensors, battery longivity, and ability to function without compartment cleaning after few uses. The electronic voice mechanism is an added convenienceÊ for trouble-shooting that eliminates confusion.Worth the price for an older gal who is still working."
9/14/2014,iRobot Roomba 880 for Pets and Allergies,5,"Mom's ""best ever"" little helper!","I have had my Roomba 880 for several months now.Ê The first weekend I was home alone with it and ran it several times each day - marveling at the little thing - now it is scheduled to run 4 days a week.Ê I am ASTOUNDED at the amount of dust, dirt and hair this vacuum picks up!Ê It has, as promised, pretty much learned the room and has yet to fail at cleaning every bit of area it can get to.Ê I empty the container (and clean the filter) after each cleaning but it will clean the ~600 sq foot, carpeted area I have it set up to do twice before that container -has- to be emptied. I have it scheduled to clean at 10pm and, though it isn't cleaning a room someone is sleeping in, it wakes no one while doing it's job.Ê It is quiet enough, on carpet, that you can carry on a normal conversation while it is running in the same room.Ê As others have said, hair does not deter it from its job and is very easily cleaned from the rubber rollers when necessary (we have 3 dogs, two cats and two ""long-haired women"" living in the house).Ê I am hugely impressed - this was worth every nickel I spent on it!"
5/25/2015,iRobot Roomba 880 for Pets and Allergies,1,"DOESN""T WANT TO DOCK AFTER AWHILE.Ê CHEAPLY MADE AS IT LOOKS LIKE ALL THE METAL IS STARTING TO RUB OFF OR SOMEHTING>>>>","I have had it for awhile and it was great to begin with.Ê But now I seem to spend half an hour a day trying to get it to go in it's dock.Ê I line it up and press ""Dock"" and it doesn't work.Ê Going to look into seeing if it is too late to return it.Ê It was really cool at first and i had been planning on buying one for upstairs.Ê I really like the concept so am going to look at some of the alternatives out there since the iRobot can't do the one thing I think should be simple whihc is dock and recharge when I line it up directly with the docking station."
8/28/2014,iRobot Roomba 880 for Pets and Allergies,5,It's super easy to clean,"I have five dogs and this vacuum is a life saver. I run it every day and can't imagine how I ever lived without it. It's super easy to clean, has never gotten stuck anywhere, and doesn't bump into things. It doesn't even spill one drop from the dogs' water bowl."
11/30/2014,iRobot Roomba 880 for Pets and Allergies,5,This little vacuum does a great job against these odds,"I have dogs and cats and live in a dusty old wooden house. This little vacuum does a great job against these odds. I set it up to clean one room a day, go to work and come home to a clean room and the Roomba docked and recharged. When I am home it can work off and on all day (needs time to recharge). I have been wanting one of these forever and I love it.Haven't taught the cat to ride on it yet."
01/03/2016,iRobot Roomba 880 for Pets and Allergies,3,Irritating issue!,"I have been wanting a robot vacuum for many years. This year I finally got one for Christmas! Yay! Then I find out it won't vacuum my rugs. It goes onto my rugs fine, gets confused and gives me an error message. I have read in other reviews that it won't vacuum black rugs and that's what I have. Ugg, what a ridiculous issue to have. I will be putting tape over the sensors on the bottom to see if that helps. The machine thinks the black rugs are the edge of stairs or something.Also, don't even try to figure out what it's doing.....it just makes no sense. The robot vacuum is just for cleaning in between your normal vacuuming schedule. It leaves entire sections un vacuumed! It is too expensive to be so random and won't clean my rugs."
11/29/2014,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,"I have been very happy with this purchase, great product!"
4/28/2014,iRobot Roomba 880 for Pets and Allergies,5,Best Roomba yet,"I have been using the Roomba 500 pet vacuum for two years and was completely satisfied until I used this model.Ê It is definitely more powerful and efficient.Ê The new system replaces the brushes and its a considerable improvement.Ê My carpets are much brighter and cleaner than with the 500 unit.Ê In fact I had just ran the 500 and then followed with the 880 and I was amazed that the dust bin was almost full...as the rug looked clean before.Ê I also noticed it is considerably more quiet than the older model.Ê Additionally, it does not slam into walls and furniture as hard as the older model.Ê It is pricey but if your looking for high quality and super clean floors this is the model to choose.Ê Overall impressive"
